Race Date,Race Name,Product Rank,Product Name,Current Price,Previous Price,Price Change,Team Cumulative Placement,Team Placement Change,Ferrari Driver LEC Pos,Ferrari Driver HAM Pos
May 23 - 25,Tag Heuer Monaco GPCircuit de Monaco,14,PUMA,$91.00,$57.00,+$34.00,7,-3,2,5
May 23 - 25,Tag Heuer Monaco GPCircuit de Monaco,15,LEGO,$17.61,$21.99,-$4.38,7,-3,2,5
May 23 - 25,Tag Heuer Monaco GPCircuit de Monaco,16,PUMA,$42.00,$91.00,-$49.00,7,-3,2,5
May 23 - 25,Tag Heuer Monaco GPCircuit de Monaco,17,Castore,$49.00,$48.16,+$0.84,7,-3,2,5
May 23 - 25,Tag Heuer Monaco GPCircuit de Monaco,18,Castore,$53.69,$49.00,+$4.69,7,-3,2,5
May 23 - 25,Tag Heuer Monaco GPCircuit de Monaco,19,PUMA,$108.50,$42.00,+$66.50,7,-3,2,5
May 23 - 25,Tag Heuer Monaco GPCircuit de Monaco,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,7,-3,2,5
May 30 - Jun 1,Aramco Spanish GPMadring,1,LEGO,$21.99,$17.61,+$4.38,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,2,PUMA,$42.00,$108.50,-$66.50,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,3,PUMA,$62.50,$42.00,+$20.50,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,4,PUMA,$50.93,$62.50,-$11.57,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,7,Castore,$48.16,$53.69,-$5.53,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,8,PUMA,$32.82,$50.93,-$18.11,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,9,PUMA,$54.50,$32.82,+$21.68,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,10,Bburago,$18.40,$18.40,$0.00,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,12,PUMA,$53.82,$54.50,-$0.68,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,13,PUMA,$57.00,$53.82,+$3.18,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,14,PUMA,$91.00,$57.00,+$34.00,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,15,LEGO,$17.61,$21.99,-$4.38,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,16,PUMA,$42.00,$91.00,-$49.00,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,17,Castore,$49.00,$48.16,+$0.84,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,18,Castore,$53.69,$49.00,+$4.69,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,19,PUMA,$108.50,$42.00,+$66.50,9,+2,3,6
May 30 - Jun 1,Aramco Spanish GPMadring,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,9,+2,3,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,1,LEGO,$21.99,$17.61,+$4.38,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,2,PUMA,$42.00,$108.50,-$66.50,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,3,PUMA,$62.50,$42.00,+$20.50,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,4,PUMA,$50.93,$62.50,-$11.57,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,7,Castore,$48.16,$53.69,-$5.53,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,8,PUMA,$32.82,$50.93,-$18.11,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,9,PUMA,$54.50,$32.82,+$21.68,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,10,Bburago,$18.40,$18.40,$0.00,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,12,PUMA,$53.82,$54.50,-$0.68,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,13,PUMA,$57.00,$53.82,+$3.18,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,14,PUMA,$91.00,$57.00,+$34.00,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,15,LEGO,$17.61,$21.99,-$4.38,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,16,PUMA,$42.00,$91.00,-$49.00,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,17,Castore,$49.00,$48.16,+$0.84,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,18,Castore,$53.69,$49.00,+$4.69,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,19,PUMA,$108.50,$42.00,+$66.50,11,+2,5,6
Jun 13 - 15,Pirelli Canadian GPCircuit Gilles-Villeneuve,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,11,+2,5,6
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,1,LEGO,$21.99,$17.61,+$4.38,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,2,PUMA,$42.00,$108.50,-$66.50,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,3,PUMA,$62.50,$42.00,+$20.50,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,4,PUMA,$50.93,$62.50,-$11.57,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,7,Castore,$48.16,$53.69,-$5.53,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,8,PUMA,$32.82,$50.93,-$18.11,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,9,PUMA,$54.50,$32.82,+$21.68,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,10,Bburago,$18.40,$18.40,$0.00,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,12,PUMA,$53.82,$54.50,-$0.68,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,13,PUMA,$57.00,$53.82,+$3.18,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,14,PUMA,$91.00,$57.00,+$34.00,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,15,LEGO,$17.61,$21.99,-$4.38,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,16,PUMA,$42.00,$91.00,-$49.00,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,17,Castore,$49.00,$48.16,+$0.84,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,18,Castore,$53.69,$49.00,+$4.69,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,19,PUMA,$108.50,$42.00,+$66.50,7,-4,3,4
Jun 27 - 29,MSC Cruises Austrian GPRed Bull Ring,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,7,-4,3,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,1,LEGO,$21.99,$17.61,+$4.38,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,2,PUMA,$42.00,$108.50,-$66.50,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,3,PUMA,$62.50,$42.00,+$20.50,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,4,PUMA,$50.93,$62.50,-$11.57,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,7,Castore,$48.16,$53.69,-$5.53,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,8,PUMA,$32.82,$50.93,-$18.11,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,9,PUMA,$54.50,$32.82,+$21.68,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,10,Bburago,$18.40,$18.40,$0.00,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,12,PUMA,$53.82,$54.50,-$0.68,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,13,PUMA,$57.00,$53.82,+$3.18,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,14,PUMA,$91.00,$57.00,+$34.00,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,15,LEGO,$17.61,$21.99,-$4.38,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,16,PUMA,$42.00,$91.00,-$49.00,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,17,Castore,$49.00,$48.16,+$0.84,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,18,Castore,$53.69,$49.00,+$4.69,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,19,PUMA,$108.50,$42.00,+$66.50,18,+11,14,4
Jul 4 - 6,Qatar Airways British GPSilverstone Circuit,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,18,+11,14,4
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,1,LEGO,$21.99,$17.61,+$4.38,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,2,PUMA,$42.00,$108.50,-$66.50,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,3,PUMA,$62.50,$42.00,+$20.50,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,4,PUMA,$50.93,$62.50,-$11.57,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,7,Castore,$48.16,$53.69,-$5.53,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,8,PUMA,$32.82,$50.93,-$18.11,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,9,PUMA,$54.50,$32.82,+$21.68,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,10,Bburago,$18.40,$18.40,$0.00,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,12,PUMA,$53.82,$54.50,-$0.68,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,13,PUMA,$57.00,$53.82,+$3.18,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,14,PUMA,$91.00,$57.00,+$34.00,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,15,LEGO,$17.61,$21.99,-$4.38,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,16,PUMA,$42.00,$91.00,-$49.00,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,17,Castore,$49.00,$48.16,+$0.84,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,18,Castore,$53.69,$49.00,+$4.69,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,19,PUMA,$108.50,$42.00,+$66.50,10,-8,3,7
Jul 25 - 27,Moët & Chandon Belgian GPCircuit de Spa-Francorchamps,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,10,-8,3,7
Aug 1 - 3,Lenovo Hungarian GPHungaroring,1,LEGO,$21.99,$17.61,+$4.38,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,2,PUMA,$42.00,$108.50,-$66.50,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,3,PUMA,$62.50,$42.00,+$20.50,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,4,PUMA,$50.93,$62.50,-$11.57,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,7,Castore,$48.16,$53.69,-$5.53,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,8,PUMA,$32.82,$50.93,-$18.11,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,9,PUMA,$54.50,$32.82,+$21.68,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,10,Bburago,$18.40,$18.40,$0.00,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,12,PUMA,$53.82,$54.50,-$0.68,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,13,PUMA,$57.00,$53.82,+$3.18,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,14,PUMA,$91.00,$57.00,+$34.00,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,15,LEGO,$17.61,$21.99,-$4.38,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,16,PUMA,$42.00,$91.00,-$49.00,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,17,Castore,$49.00,$48.16,+$0.84,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,18,Castore,$53.69,$49.00,+$4.69,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,19,PUMA,$108.50,$42.00,+$66.50,16,+6,4,12
Aug 1 - 3,Lenovo Hungarian GPHungaroring,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,16,+6,4,12
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,1,LEGO,$21.99,$17.61,+$4.38,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,2,PUMA,$42.00,$108.50,-$66.50,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,3,PUMA,$62.50,$42.00,+$20.50,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,4,PUMA,$50.93,$62.50,-$11.57,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,7,Castore,$48.16,$53.69,-$5.53,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,8,PUMA,$32.82,$50.93,-$18.11,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,9,PUMA,$54.50,$32.82,+$21.68,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,10,Bburago,$18.40,$18.40,$0.00,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,12,PUMA,$53.82,$54.50,-$0.68,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,13,PUMA,$57.00,$53.82,+$3.18,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,14,PUMA,$91.00,$57.00,+$34.00,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,15,LEGO,$17.61,$21.99,-$4.38,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,16,PUMA,$42.00,$91.00,-$49.00,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,17,Castore,$49.00,$48.16,+$0.84,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,18,Castore,$53.69,$49.00,+$4.69,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,19,PUMA,$108.50,$42.00,+$66.50,N/A,N/A,Ret,Ret
Aug 29 - 31,Heineken Dutch GPCircuit Park Zandvoort,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,N/A,N/A,Ret,Ret
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,1,LEGO,$21.99,$17.61,+$4.38,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,2,PUMA,$42.00,$108.50,-$66.50,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,3,PUMA,$62.50,$42.00,+$20.50,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,4,PUMA,$50.93,$62.50,-$11.57,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,7,Castore,$48.16,$53.69,-$5.53,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,8,PUMA,$32.82,$50.93,-$18.11,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,9,PUMA,$54.50,$32.82,+$21.68,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,10,Bburago,$18.40,$18.40,$0.00,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,12,PUMA,$53.82,$54.50,-$0.68,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,13,PUMA,$57.00,$53.82,+$3.18,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,14,PUMA,$91.00,$57.00,+$34.00,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,15,LEGO,$17.61,$21.99,-$4.38,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,16,PUMA,$42.00,$91.00,-$49.00,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,17,Castore,$49.00,$48.16,+$0.84,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,18,Castore,$53.69,$49.00,+$4.69,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,19,PUMA,$108.50,$42.00,+$66.50,10,-6,4,6
Sep 5 - 7,Pirelli Italian GPAutodromo Nazionale Monza,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,10,-6,4,6
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,1,LEGO,$21.99,$17.61,+$4.38,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,2,PUMA,$42.00,$108.50,-$66.50,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,3,PUMA,$62.50,$42.00,+$20.50,17,+7,9,8
