Race Date,Race Name,Product Rank,Product Name,Current Price,Previous Price,Price Change,Team Cumulative Placement,Team Placement Change,Ferrari Driver LEC Pos,Ferrari Driver HAM Pos
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,4,PUMA,$50.93,$62.50,-$11.57,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,7,Castore,$48.16,$53.69,-$5.53,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,8,PUMA,$32.82,$50.93,-$18.11,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,9,PUMA,$54.50,$32.82,+$21.68,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,10,Bburago,$18.40,$18.40,$0.00,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,12,PUMA,$53.82,$54.50,-$0.68,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,13,PUMA,$57.00,$53.82,+$3.18,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,14,PUMA,$91.00,$57.00,+$34.00,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,15,LEGO,$17.61,$21.99,-$4.38,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,16,PUMA,$42.00,$91.00,-$49.00,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,17,Castore,$49.00,$48.16,+$0.84,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,18,Castore,$53.69,$49.00,+$4.69,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,19,PUMA,$108.50,$42.00,+$66.50,17,+7,9,8
Sep 19 - 21,Qatar Airways Azerbaijan GPBaku City Circuit,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,17,+7,9,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,1,LEGO,$21.99,$17.61,+$4.38,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,2,PUMA,$42.00,$108.50,-$66.50,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,3,PUMA,$62.50,$42.00,+$20.50,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,4,PUMA,$50.93,$62.50,-$11.57,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,7,Castore,$48.16,$53.69,-$5.53,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,8,PUMA,$32.82,$50.93,-$18.11,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,9,PUMA,$54.50,$32.82,+$21.68,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,10,Bburago,$18.40,$18.40,$0.00,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,12,PUMA,$53.82,$54.50,-$0.68,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,13,PUMA,$57.00,$53.82,+$3.18,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,14,PUMA,$91.00,$57.00,+$34.00,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,15,LEGO,$17.61,$21.99,-$4.38,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,16,PUMA,$42.00,$91.00,-$49.00,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,17,Castore,$49.00,$48.16,+$0.84,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,18,Castore,$53.69,$49.00,+$4.69,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,19,PUMA,$108.50,$42.00,+$66.50,14,-3,6,8
Oct 3 - 5,Singapore Airlines Singapore GPMarina Bay Street Circuit,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,14,-3,6,8
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,1,LEGO,$21.99,$17.61,+$4.38,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,2,PUMA,$42.00,$108.50,-$66.50,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,3,PUMA,$62.50,$42.00,+$20.50,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,4,PUMA,$50.93,$62.50,-$11.57,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,7,Castore,$48.16,$53.69,-$5.53,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,8,PUMA,$32.82,$50.93,-$18.11,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,9,PUMA,$54.50,$32.82,+$21.68,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,10,Bburago,$18.40,$18.40,$0.00,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,12,PUMA,$53.82,$54.50,-$0.68,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,13,PUMA,$57.00,$53.82,+$3.18,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,14,PUMA,$91.00,$57.00,+$34.00,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,15,LEGO,$17.61,$21.99,-$4.38,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,16,PUMA,$42.00,$91.00,-$49.00,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,17,Castore,$49.00,$48.16,+$0.84,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,18,Castore,$53.69,$49.00,+$4.69,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,19,PUMA,$108.50,$42.00,+$66.50,7,-7,3,4
Oct 17 - 19,MSC Cruises United States GPCircuit of the Americas,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,7,-7,3,4
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,1,LEGO,$21.99,$17.61,+$4.38,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,2,PUMA,$42.00,$108.50,-$66.50,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,3,PUMA,$62.50,$42.00,+$20.50,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,4,PUMA,$50.93,$62.50,-$11.57,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,7,Castore,$48.16,$53.69,-$5.53,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,8,PUMA,$32.82,$50.93,-$18.11,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,9,PUMA,$54.50,$32.82,+$21.68,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,10,Bburago,$18.40,$18.40,$0.00,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,12,PUMA,$53.82,$54.50,-$0.68,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,13,PUMA,$57.00,$53.82,+$3.18,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,14,PUMA,$91.00,$57.00,+$34.00,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,15,LEGO,$17.61,$21.99,-$4.38,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,16,PUMA,$42.00,$91.00,-$49.00,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,17,Castore,$49.00,$48.16,+$0.84,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,18,Castore,$53.69,$49.00,+$4.69,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,19,PUMA,$108.50,$42.00,+$66.50,10,+3,2,8
Oct 24 - 26,Mexico City GPAutodromo Hermanos Rodriguez,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,10,+3,2,8
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,1,LEGO,$21.99,$17.61,+$4.38,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,2,PUMA,$42.00,$108.50,-$66.50,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,3,PUMA,$62.50,$42.00,+$20.50,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,4,PUMA,$50.93,$62.50,-$11.57,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,7,Castore,$48.16,$53.69,-$5.53,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,8,PUMA,$32.82,$50.93,-$18.11,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,9,PUMA,$54.50,$32.82,+$21.68,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,10,Bburago,$18.40,$18.40,$0.00,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,12,PUMA,$53.82,$54.50,-$0.68,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,13,PUMA,$57.00,$53.82,+$3.18,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,14,PUMA,$91.00,$57.00,+$34.00,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,15,LEGO,$17.61,$21.99,-$4.38,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,16,PUMA,$42.00,$91.00,-$49.00,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,17,Castore,$49.00,$48.16,+$0.84,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,18,Castore,$53.69,$49.00,+$4.69,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,19,PUMA,$108.50,$42.00,+$66.50,N/A,N/A,Ret,Ret
Nov 7 - 9,MSC Cruises São Paulo GPAutodromo Jose Carlos Pace,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,N/A,N/A,Ret,Ret
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,1,LEGO,$21.99,$17.61,+$4.38,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,2,PUMA,$42.00,$108.50,-$66.50,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,3,PUMA,$62.50,$42.00,+$20.50,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,4,PUMA,$50.93,$62.50,-$11.57,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,7,Castore,$48.16,$53.69,-$5.53,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,8,PUMA,$32.82,$50.93,-$18.11,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,9,PUMA,$54.50,$32.82,+$21.68,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,10,Bburago,$18.40,$18.40,$0.00,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,12,PUMA,$53.82,$54.50,-$0.68,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,13,PUMA,$57.00,$53.82,+$3.18,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,14,PUMA,$91.00,$57.00,+$34.00,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,15,LEGO,$17.61,$21.99,-$4.38,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,16,PUMA,$42.00,$91.00,-$49.00,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,17,Castore,$49.00,$48.16,+$0.84,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,18,Castore,$53.69,$49.00,+$4.69,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,19,PUMA,$108.50,$42.00,+$66.50,12,+2,4,8
Nov 20 - 22,Heineken Las Vegas GPLas Vegas Street Circuit,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,12,+2,4,8
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,1,LEGO,$21.99,$17.61,+$4.38,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,2,PUMA,$42.00,$108.50,-$66.50,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,3,PUMA,$62.50,$42.00,+$20.50,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,4,PUMA,$50.93,$62.50,-$11.57,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,7,Castore,$48.16,$53.69,-$5.53,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,8,PUMA,$32.82,$50.93,-$18.11,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,9,PUMA,$54.50,$32.82,+$21.68,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,10,Bburago,$18.40,$18.40,$0.00,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,12,PUMA,$53.82,$54.50,-$0.68,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,13,PUMA,$57.00,$53.82,+$3.18,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,14,PUMA,$91.00,$57.00,+$34.00,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,15,LEGO,$17.61,$21.99,-$4.38,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,16,PUMA,$42.00,$91.00,-$49.00,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,17,Castore,$49.00,$48.16,+$0.84,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,18,Castore,$53.69,$49.00,+$4.69,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,19,PUMA,$108.50,$42.00,+$66.50,20,+8,8,12
Nov 28 - 30,Qatar Airways Qatar GPLosail International Circuit,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,20,+8,8,12
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,1,LEGO,$21.99,$17.61,+$4.38,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,2,PUMA,$42.00,$108.50,-$66.50,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,3,PUMA,$62.50,$42.00,+$20.50,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,4,PUMA,$50.93,$62.50,-$11.57,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,5,Metal Tin Signs car Plate enzo Ferrari Bar Pub Cafe Home Decor Retro Poster Vintage Wall 6 x 12 inches,$9.99,$9.99,$0.00,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,6,1:43 SFR Ferrari F1 Team Race Car (2023) with Helmet- Leclerc #16,$23.99,$23.99,$0.00,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,7,Castore,$48.16,$53.69,-$5.53,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,8,PUMA,$32.82,$50.93,-$18.11,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,9,PUMA,$54.50,$32.82,+$21.68,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,10,Bburago,$18.40,$18.40,$0.00,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,11,F1 Poster Wall Art Picture for Youth Room Office Formula 1 Decoration Merchandise Racing Gift (60x40cm),$21.84,$21.84,$0.00,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,12,PUMA,$53.82,$54.50,-$0.68,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,13,PUMA,$57.00,$53.82,+$3.18,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,14,PUMA,$91.00,$57.00,+$34.00,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,15,LEGO,$17.61,$21.99,-$4.38,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,16,PUMA,$42.00,$91.00,-$49.00,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,17,Castore,$49.00,$48.16,+$0.84,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,18,Castore,$53.69,$49.00,+$4.69,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,19,PUMA,$108.50,$42.00,+$66.50,12,-8,4,8
Dec 5 - 7,Etihad Airways Abu Dhabi GPYas Marina Circuit,20,F1 Racing Parts Structure Cross Section Art Poster Canvas Wall Art Decorative Aesthetics24x36inch(60x90cm) Unframe-style,$38.98,$38.98,$0.00,12,-8,4,8
